PERIODO,MAT_CUR,CAMPUS_ALUMNO,BLOQUE,ID_ALUMNO,CALIFICACIONES_ALUMNO,CALIFICACIONES_EXIGIBLES,CALIFICACIONES_CURSO,RANGO_CALIFICACIONES,PORC_CALIFICACIONES_EXIGIBLES,PORC_CALIFICACIONES_REALIZADAS,ULTIMA_ENTREGA_ALUMNO,ULTIMA_CALIFICACION_CURSO,ASISTENCIA,HRS_ACCESO,DIAS_ACCESO,PRIMER_ACCESO_ALUMNO_CURSO,ULTIMO_ACCESO_ALUMNO_CURSO,ULTIMO_ACCESO_ALUMNO_PERIODO,ULTIMO_ACCESO_CURSO,INICIO_CURSO,FIN_CURSO,NRC,LC,ID_INST
202120,SPSU-835,CFP TUMBES,01AMODFB01,1360961,5,7,8, 18 -  20,0.71,0.63,12/03/2021,12/09/2021,0.95,51.5,37,8/18/2021,12/08/2021,12/08/2021,12/08/2021,8/15/2021,12/10/2021,25875,,1386263
202120,SPSU-835,CFP TUMBES,01EEIDFB01,1358277,5,7,8, 17 -  20,0.71,0.63,12/03/2021,12/09/2021,0.98,51,40,8/18/2021,12/08/2021,12/08/2021,12/08/2021,8/15/2021,12/10/2021,25375,,1386263
202120,SPSU-835,CFP TUMBES,01EEIDFB01,1368866,5,7,8, 19 -  20,0.71,0.63,12/03/2021,12/09/2021,0.92,51,38,8/18/2021,12/08/2021,12/08/2021,12/08/2021,8/15/2021,12/10/2021,25375,,1386263
202120,SPSU-835,CFP TUMBES,01NAEDE201,1353705,5,7,8, 18 -  20,0.71,0.63,12/08/2021,12/09/2021,0.86,43,29,8/17/2021,12/08/2021,12/08/2021,12/08/2021,8/15/2021,12/10/2021,24868,,1386263
202120,SPSU-835,CFP TUMBES,01NAEDE202,1308992,5,8,8, 18 -  20,0.63,0.63,12/08/2021,12/09/2021,1,43.7,33,8/17/2021,12/08/2021,12/08/2021,12/08/2021,8/15/2021,12/10/2021,24879,,1386263
202120,SPSU-835,CFP TUMBES,01AMODFB01,1263176,5,7,8, 15 -  20,0.71,0.63,12/02/2021,12/09/2021,1,41.8,42,8/18/2021,12/08/2021,12/08/2021,12/08/2021,8/15/2021,12/10/2021,25875,,1386263
202120,SPSU-759,CFP TUMBES,01AMODFB01,1360961,5,7,8, 17 -  20,0.71,0.63,12/03/2021,12/09/2021,1,41.9,30,8/18/2021,12/08/2021,12/08/2021,12/08/2021,8/15/2021,12/10/2021,25877,,1386263
202120,SPSU-835,CFP TUMBES,01AMODFB01,1368656,5,7,8, 15 -  20,0.71,0.63,12/03/2021,12/09/2021,0.95,40.3,32,8/18/2021,12/08/2021,12/08/2021,12/08/2021,8/15/2021,12/10/2021,25875,,1386263
202120,SPSU-835,CFP TUMBES,01EEIDFB01,1361492,5,7,8, 17 -  20,0.71,0.63,12/04/2021,12/09/2021,0.63,39.6,16,8/18/2021,12/04/2021,12/08/2021,12/04/2021,8/15/2021,12/10/2021,25375,,1386263
202120,SPSU-835,CFP TUMBES,01AMODFB01,1357709,5,7,8, 19 -  20,0.71,0.63,12/03/2021,12/09/2021,1,37.4,40,8/18/2021,12/08/2021,12/08/2021,12/08/2021,8/15/2021,12/10/2021,25875,,1386263
202120,SPSU-835,CFP TUMBES,01NAEDE201,1363696,5,7,8, 16 -  20,0.71,0.63,12/08/2021,12/09/2021,0.84,37.7,32,8/18/2021,12/08/2021,12/08/2021,12/08/2021,8/15/2021,12/10/2021,24868,,1386263
202120,SPSU-759,CFP TUMBES,01AMODFB01,1263176,5,7,8, 12 -  20,0.71,0.63,12/03/2021,12/09/2021,1,35.9,41,8/20/2021,12/04/2021,12/08/2021,12/04/2021,8/15/2021,12/10/2021,25877,,1386263
202120,SPSU-759,CFP TUMBES,01AMODFB01,1364497,5,7,8, 16 -  20,0.71,0.63,12/03/2021,12/09/2021,1,36,29,8/18/2021,12/03/2021,12/08/2021,12/03/2021,8/15/2021,12/10/2021,25877,,1386263
202120,SPSU-759,CFP TUMBES,01AMODFB01,1357709,5,7,8, 16 -  20,0.71,0.63,12/02/2021,12/09/2021,1,33.6,39,8/20/2021,12/08/2021,12/08/2021,12/08/2021,8/15/2021,12/10/2021,25877,,1386263
202120,CGEU-114,CFP TUMBES,01EEIDFB01,1361492,10,11,12, 10 -  20,0.91,0.83,12/08/2021,12/09/2021,0.64,33.4,11,7/26/2021,12/08/2021,12/08/2021,12/08/2021,7/20/2021,12/10/2021,25379,,1324389
202120,SPSU-759,CFP TUMBES,01AMODFB01,1365671,5,7,8, 16 -  20,0.71,0.63,12/03/2021,12/09/2021,1,30.5,35,8/20/2021,12/07/2021,12/08/2021,12/07/2021,8/15/2021,12/10/2021,25877,,1386263
202120,SPSU-759,CFP TUMBES,01AMODFB01,1357384,5,7,8, 16 -  20,0.71,0.63,12/03/2021,12/09/2021,0.87,28.8,28,8/18/2021,12/08/2021,12/08/2021,12/08/2021,8/15/2021,12/10/2021,25877,,1386263
202120,SPSU-835,CFP TUMBES,01EEIDFB01,1305912,5,7,8, 17 -  20,0.71,0.63,12/04/2021,12/09/2021,0.75,29.2,30,8/18/2021,12/08/2021,12/08/2021,12/08/2021,8/15/2021,12/10/2021,25375,,1386263
202120,SPSU-835,CFP TUMBES,01NAEDE202,1361309,5,8,8, 18 -  20,0.63,0.63,12/08/2021,12/09/2021,0.53,26.1,26,8/30/2021,12/08/2021,12/08/2021,12/08/2021,8/15/2021,12/10/2021,24879,,1386263
202120,SPSU-835,CFP TUMBES,01AMODFB01,1365671,5,7,8, 19 -  20,0.71,0.63,12/08/2021,12/09/2021,0.85,25.4,35,8/25/2021,12/08/2021,12/08/2021,12/08/2021,8/15/2021,12/10/2021,25875,,1386263
202120,SPSU-759,CFP TUMBES,01AMODFB01,1368656,5,7,8, 15 -  20,0.71,0.63,12/02/2021,12/09/2021,0.8,25.4,25,8/18/2021,12/04/2021,12/08/2021,12/04/2021,8/15/2021,12/10/2021,25877,,1386263
202120,SPSU-835,CFP TUMBES,01AMODFB01,1357384,5,7,8, 16 -  20,0.71,0.63,12/04/2021,12/09/2021,0.88,23.9,27,8/18/2021,12/08/2021,12/08/2021,12/08/2021,8/15/2021,12/10/2021,25875,,1386263
202120,SPSU-835,CFP TUMBES,01EEIDFB01,1101125,5,7,8, 15 -  20,0.71,0.63,12/04/2021,12/09/2021,0.71,22.1,29,8/20/2021,12/08/2021,12/08/2021,12/08/2021,8/15/2021,12/10/2021,25375,,1386263
202120,SPSU-835,CFP TUMBES,01EEIDFB01,1309625,5,7,8, 16 -  20,0.71,0.63,12/03/2021,12/09/2021,0.65,18.5,25,8/18/2021,12/08/2021,12/08/2021,12/08/2021,8/15/2021,12/10/2021,25375,,1386263
202120,SPSU-861,CFP TUMBES,01EEGGPT01,1397635,5,9,10, 18 -  20,0.56,0.5,11/29/2021,12/09/2021,1,16,20,8/20/2021,12/08/2021,12/08/2021,12/08/2021,10/04/2021,12/10/2021,23705,,1386263
202120,SPSU-860,CFP TUMBES,01EEGGPT01,1397635,5,7,8, 13 -  20,0.71,0.63,12/08/2021,12/09/2021,0.88,15.5,27,8/27/2021,12/08/2021,12/08/2021,12/08/2021,10/04/2021,12/10/2021,23702,,1386263
202120,SPSU-835,CFP TUMBES,01NAEDE202,1370416,5,8,8, 18 -  20,0.63,0.63,12/08/2021,12/09/2021,0.94,13.9,29,8/17/2021,12/08/2021,12/08/2021,12/08/2021,8/15/2021,12/10/2021,24879,,1386263
202120,SPSU-835,CFP TUMBES,01NAEDE202,1369332,5,8,8, 18 -  20,0.63,0.63,12/08/2021,12/09/2021,0.88,13.6,19,8/17/2021,12/08/2021,12/08/2021,12/08/2021,8/15/2021,12/10/2021,24879,,1386263
202120,SPSU-835,CFP TUMBES,01NAEDE202,1360735,5,8,8, 18 -  20,0.63,0.63,12/08/2021,12/09/2021,0.82,11.8,26,8/23/2021,12/08/2021,12/08/2021,12/08/2021,8/15/2021,12/10/2021,24879,,1386263
202120,SPSU-759,CFP TUMBES,01AMODFB01,1330008,5,7,8, 18 -  20,0.71,0.63,12/04/2021,12/09/2021,0.71,9.4,16,9/07/2021,12/08/2021,12/08/2021,12/08/2021,8/15/2021,12/10/2021,25877,,1386263
202120,SPSU-861,CFP TUMBES,01EEGGPT01,1397632,5,9,10, 18 -  20,0.56,0.5,11/18/2021,12/09/2021,1,9.5,16,8/17/2021,12/05/2021,12/08/2021,12/05/2021,10/04/2021,12/10/2021,23705,,1386263
202120,CGEU-224,CFP TUMBES,01EEIDFB01,1361492,6,8,9, 15 -  20,0.75,0.67,11/17/2021,12/09/2021,0.44,9,10,8/16/2021,11/23/2021,12/08/2021,11/23/2021,7/20/2021,12/10/2021,25376,,1324389
202120,SPSU-862,CFP TUMBES,01AMODFB01,1353344,1,19,19, 17 -  17,0.05,0.05,12/04/2021,12/09/2021,0,8.8,2,11/30/2021,12/04/2021,12/08/2021,12/04/2021,9/16/2021,12/10/2021,23723,,1184315
202120,SPSU-759,CFP TUMBES,01AMODFB01,1289067,5,7,8, 00 -  20,0.71,0.63,12/03/2021,12/09/2021,0.13,8.4,6,9/24/2021,12/08/2021,12/08/2021,12/08/2021,8/15/2021,12/10/2021,25877,,1386263
202120,SPSU-835,CFP TUMBES,01AMODFB01,1353344,5,7,8, 18 -  20,0.71,0.63,12/08/2021,12/09/2021,0.68,7.9,7,10/06/2021,12/08/2021,12/08/2021,12/08/2021,8/15/2021,12/10/2021,25875,,1386263
202120,SPSU-835,CFP TUMBES,01AMODFB01,1289067,5,7,8, 15 -  20,0.71,0.63,12/04/2021,12/09/2021,0.08,7.8,4,11/28/2021,12/08/2021,12/08/2021,12/08/2021,8/15/2021,12/10/2021,25875,,1386263
202120,SPSU-835,CFP TUMBES,01NAEDE202,1367768,5,8,8, 19 -  20,0.63,0.63,12/08/2021,12/09/2021,0.88,6.5,20,8/23/2021,12/08/2021,12/08/2021,12/08/2021,8/15/2021,12/10/2021,24879,,1386263
202120,SPSU-759,CFP TUMBES,01AMODFB01,1353344,5,7,8, 16 -  20,0.71,0.63,12/03/2021,12/09/2021,0.53,5.6,6,10/26/2021,12/03/2021,12/08/2021,12/03/2021,8/15/2021,12/10/2021,25877,,1386263
202120,SPSU-835,CFP TUMBES,01NAEDE201,1352874,5,7,8, 19 -  20,0.71,0.63,12/08/2021,12/09/2021,0.92,5.6,26,8/18/2021,12/08/2021,12/08/2021,12/08/2021,8/15/2021,12/10/2021,24868,,1386263
202120,CGEU-114,CFP TUMBES,01EEIDFB01,1360930,9,11,12, 13 -  20,0.82,0.75,12/03/2021,12/09/2021,0.57,5.1,16,8/13/2021,12/08/2021,12/08/2021,12/08/2021,7/20/2021,12/10/2021,25379,,1324389
202120,SPSU-835,CFP TUMBES,01AMODFB01,1330008,5,7,8, 16 -  20,0.71,0.63,12/04/2021,12/09/2021,0.55,4.7,20,9/08/2021,12/08/2021,12/08/2021,12/08/2021,8/15/2021,12/10/2021,25875,,1386263
202120,SPSU-862,CFP TUMBES,01EEGGPT03,1401928,1,19,19, 14 -  14,0.05,0.05,12/01/2021,12/09/2021,0.88,4.4,8,8/03/2021,12/07/2021,12/08/2021,12/07/2021,9/16/2021,12/10/2021,23723,,1184315
202120,CGEU-224,CFP TUMBES,01EEIDFB01,1323581,7,8,9, 14 -  20,0.88,0.78,12/06/2021,12/09/2021,0.82,4.5,20,8/06/2021,12/06/2021,12/08/2021,12/06/2021,7/20/2021,12/10/2021,25376,,1324389
202120,SCIU-163,CFP TUMBES,01EEGGPT01,1395916,17,18,19, 13 -  20,0.94,0.89,12/05/2021,12/09/2021,0.83,3.9,20,7/20/2021,12/05/2021,12/08/2021,12/05/2021,7/20/2021,12/10/2021,23700,,319253
202120,CGEU-224,CFP TUMBES,01EEIDFB01,1360930,7,8,9, 13 -  20,0.88,0.78,12/04/2021,12/09/2021,0.17,3.2,6,8/10/2021,12/04/2021,12/08/2021,12/04/2021,7/20/2021,12/10/2021,25376,,1324389
202120,SPSU-759,CFP TUMBES,01AMODFB01,1364792,5,7,8, 12 -  20,0.71,0.63,12/08/2021,12/09/2021,0.77,2.7,8,10/18/2021,12/08/2021,12/08/2021,12/08/2021,8/15/2021,12/10/2021,25877,,1386263
202120,SPSU-835,CFP TUMBES,01EEIDFB01,1323581,5,7,8, 15 -  20,0.71,0.63,12/08/2021,12/09/2021,0.57,2,21,8/18/2021,12/08/2021,12/08/2021,12/08/2021,8/15/2021,12/10/2021,25375,,1386263
202120,SCIU-163,CFP TUMBES,01EEGGPT02,1401952,11,18,20, 00 -  16,0.61,0.55,12/04/2021,12/09/2021,0.59,1.9,12,8/23/2021,12/06/2021,12/08/2021,12/06/2021,7/20/2021,12/10/2021,23707,,979925
202120,SPSU-862,CFP TUMBES,01EEGGPT03,1402367,1,19,19, 15 -  15,0.05,0.05,12/08/2021,12/09/2021,0.75,1.9,10,8/05/2021,12/08/2021,12/08/2021,12/08/2021,9/16/2021,12/10/2021,23723,,1184315
202120,SPSU-835,CFP TUMBES,01AMODFB01,1364792,5,7,8, 16 -  20,0.71,0.63,12/08/2021,12/09/2021,0.75,2.2,8,9/08/2021,12/08/2021,12/08/2021,12/08/2021,8/15/2021,12/10/2021,25875,,1386263
202120,SPSU-835,CFP TUMBES,01EEIDFB01,1360930,5,7,8, 18 -  20,0.71,0.63,12/03/2021,12/09/2021,0.43,1.4,16,9/01/2021,12/08/2021,12/08/2021,12/08/2021,8/15/2021,12/10/2021,25375,,1386263
202120,SPSU-860,CFP TUMBES,01EEGGPT01,1397632,5,7,8, 10 -  20,0.71,0.63,12/01/2021,12/09/2021,1,1.5,14,8/17/2021,12/07/2021,12/08/2021,12/07/2021,10/04/2021,12/10/2021,23702,,1386263
202120,SPSU-861,CFP TUMBES,01EEGGPT01,1395916,5,9,10, 16 -  18,0.56,0.5,12/06/2021,12/09/2021,1,1.1,3,12/02/2021,12/06/2021,12/08/2021,12/06/2021,10/04/2021,12/10/2021,23705,,1386263
202120,SPSU-862,CFP TUMBES,01EEGGPT02,1401952,11,21,22, 01 -  16,0.52,0.5,8/26/2021,12/09/2021,0.25,0.8,14,8/10/2021,12/04/2021,12/08/2021,12/04/2021,10/18/2021,12/10/2021,23714,,1184315
202120,SPSU-861,CFP TUMBES,01EEGGPT02,1401952,7,9,11, 00 -  18,0.78,0.64,11/07/2021,12/09/2021,0.5,0.7,15,8/16/2021,12/04/2021,12/08/2021,12/04/2021,10/15/2021,12/10/2021,23713,,1184315
202120,SPSU-860,CFP TUMBES,01EEGGPT01,1395916,5,7,8, 12 -  16,0.71,0.63,12/06/2021,12/09/2021,1,0.8,5,11/11/2021,12/06/2021,12/08/2021,12/06/2021,10/04/2021,12/10/2021,23702,,1386263
202120,SPSU-835,CFP TUMBES,01NAEDE201,1370458,5,7,8, 17 -  20,0.71,0.63,12/08/2021,12/09/2021,0.75,103.5,12,8/23/2021,12/08/2021,12/09/2021,12/08/2021,8/15/2021,12/10/2021,24868,,1386263
202120,NCCU-205,CFP TUMBES,01NAEDE201,1326922,7,8,9, 15 -  20,0.88,0.78,12/03/2021,12/09/2021,0.93,44,25,7/27/2021,12/05/2021,12/09/2021,12/05/2021,7/20/2021,12/10/2021,24861,,1324389
202120,SPSU-835,CFP TUMBES,01AMODFB01,1370116,5,7,8, 16 -  20,0.71,0.63,12/08/2021,12/09/2021,0.94,40.4,45,8/18/2021,12/08/2021,12/09/2021,12/08/2021,8/15/2021,12/10/2021,25875,,1386263
202120,SPSU-759,CFP TUMBES,01AMODFB01,1370116,5,7,8, 20 -  20,0.71,0.63,12/08/2021,12/09/2021,0.97,37.7,39,8/18/2021,12/08/2021,12/09/2021,12/08/2021,8/15/2021,12/10/2021,25877,,1386263
202120,SPSU-862,CFP TUMBES,01EEGGPT02,1399577,19,21,22, 12 -  20,0.9,0.86,12/06/2021,12/09/2021,0.96,36.8,29,7/26/2021,12/06/2021,12/09/2021,12/06/2021,10/18/2021,12/10/2021,23714,,1184315
202120,SPSU-862,CFP TUMBES,01EEGGPT02,1401856,19,21,22, 15 -  20,0.9,0.86,12/06/2021,12/09/2021,0.91,32.9,32,7/26/2021,12/08/2021,12/09/2021,12/08/2021,10/18/2021,12/10/2021,23714,,1184315
202120,SPSU-862,CFP TUMBES,01EEGGPT02,1399808,19,21,22, 13 -  20,0.9,0.86,12/06/2021,12/09/2021,0.95,25.2,41,7/26/2021,12/08/2021,12/09/2021,12/08/2021,10/18/2021,12/10/2021,23714,,1184315
202120,SPSU-862,CFP TUMBES,01EEGGPT02,1401930,19,21,22, 12 -  20,0.9,0.86,12/06/2021,12/09/2021,0.9,21.2,25,7/26/2021,12/06/2021,12/09/2021,12/06/2021,10/18/2021,12/10/2021,23714,,1184315
202120,SPSU-835,CFP TUMBES,01EEIDFB01,1330000,5,7,8, 14 -  20,0.71,0.63,12/03/2021,12/09/2021,0.8,14.2,34,8/18/2021,12/08/2021,12/09/2021,12/08/2021,8/15/2021,12/10/2021,25375,,1386263
202120,SCIU-163,CFP TUMBES,01EEGGPT02,1401930,15,18,20, 12 -  20,0.83,0.75,12/04/2021,12/09/2021,0.94,12.5,24,7/20/2021,12/07/2021,12/09/2021,12/07/2021,7/20/2021,12/10/2021,23707,,979925
202120,SPSU-835,CFP TUMBES,01AMODFB01,1363588,5,7,8, 16 -  20,0.71,0.63,12/08/2021,12/09/2021,0.71,9.6,10,8/18/2021,12/08/2021,12/09/2021,12/08/2021,8/15/2021,12/10/2021,25875,,1386263
202120,SPSU-861,CFP TUMBES,01EEGGPT01,1393425,5,9,10, 18 -  20,0.56,0.5,11/30/2021,12/09/2021,0.88,9.2,19,8/19/2021,12/08/2021,12/09/2021,12/08/2021,10/04/2021,12/10/2021,23705,,1386263
202120,SPSU-835,CFP TUMBES,01EEIDFB01,1330321,2,7,8, 12 -  16,0.29,0.25,12/08/2021,12/09/2021,0.65,7.9,16,8/18/2021,12/08/2021,12/09/2021,12/08/2021,8/15/2021,12/10/2021,25375,,1386263
202120,SPSU-862,CFP TUMBES,01EEGGPT02,1401951,14,21,22, 12 -  20,0.67,0.64,11/26/2021,12/09/2021,0.13,3.7,16,8/06/2021,12/04/2021,12/09/2021,12/04/2021,10/18/2021,12/10/2021,23714,,1184315
202120,SPSU-861,CFP TUMBES,01EEGGPT02,1402389,5,9,11, 00 -  18,0.56,0.45,9/26/2021,12/09/2021,0.67,3.3,19,7/26/2021,11/30/2021,12/09/2021,11/30/2021,10/15/2021,12/10/2021,23713,,1184315
202120,SCIU-163,CFP TUMBES,01EEGGPT02,1401951,5,18,20, 00 -  20,0.28,0.25,12/01/2021,12/09/2021,0.29,3.2,12,8/06/2021,12/01/2021,12/09/2021,12/01/2021,7/20/2021,12/10/2021,23707,,979925
202120,SPSU-861,CFP TUMBES,01EEGGPT02,1401951,7,9,11, 00 -  20,0.78,0.64,12/02/2021,12/09/2021,0.33,2.7,13,8/16/2021,12/07/2021,12/09/2021,12/07/2021,10/15/2021,12/10/2021,23713,,1184315
202120,CGEU-224,CFP TUMBES,01EEIDFB01,1352598,7,8,9, 08 -  20,0.88,0.78,12/04/2021,12/09/2021,0.67,1.8,9,9/06/2021,12/04/2021,12/09/2021,12/04/2021,7/20/2021,12/10/2021,25376,,1324389
202120,SPSU-835,CFP TUMBES,01NAEDE201,1364787,5,7,8, 18 -  20,0.71,0.63,12/04/2021,12/09/2021,0.69,2.1,31,8/23/2021,12/04/2021,12/09/2021,12/04/2021,8/15/2021,12/10/2021,24868,,1386263
202120,SPSU-861,CFP TUMBES,01EEGGPT01,1393428,6,9,10, 18 -  20,0.67,0.6,10/28/2021,12/09/2021,1,99.6,47,8/16/2021,12/08/2021,12/09/2021,12/08/2021,10/04/2021,12/10/2021,23705,,1386263
202120,SPSU-860,CFP TUMBES,01EEGGPT01,1393428,5,7,8, 15 -  20,0.71,0.63,12/04/2021,12/09/2021,1,47.9,41,8/16/2021,12/08/2021,12/09/2021,12/08/2021,10/04/2021,12/10/2021,23702,,1386263
202120,SPSU-862,CFP TUMBES,01EEGGPT03,1402370,1,19,19, 15 -  15,0.05,0.05,12/08/2021,12/09/2021,1,37.9,13,11/10/2021,12/08/2021,12/09/2021,12/08/2021,9/16/2021,12/10/2021,23723,,1184315
202120,SPSU-835,CFP TUMBES,01NAEDE201,1371309,4,7,8, 16 -  20,0.57,0.5,11/25/2021,12/09/2021,1,5.7,11,9/06/2021,12/05/2021,12/09/2021,12/05/2021,8/15/2021,12/10/2021,24868,,1386263
202120,SPSU-860,CFP TUMBES,01EEGGPT01,1393425,5,7,8, 12 -  20,0.71,0.63,12/04/2021,12/09/2021,1,4.8,20,9/10/2021,12/08/2021,12/09/2021,12/08/2021,10/04/2021,12/10/2021,23702,,1386263
202120,CGEU-224,CFP TUMBES,01EEIDFB01,1330012,5,8,9, 15 -  20,0.63,0.56,9/18/2021,12/09/2021,1,2.2,10,8/16/2021,12/01/2021,12/09/2021,12/01/2021,7/20/2021,12/10/2021,25376,,1324389
202120,SPSU-835,CFP TUMBES,01EEIDFB01,1323622,5,7,8, 15 -  20,0.71,0.63,12/03/2021,12/09/2021,0.72,281.9,21,8/18/2021,12/09/2021,12/09/2021,12/09/2021,8/15/2021,12/10/2021,25375,,1386263
202120,CGEU-224,CFP TUMBES,01EEIDFB01,1330321,6,8,9, 00 -  20,0.75,0.67,12/06/2021,12/09/2021,0.39,205.2,6,9/06/2021,12/09/2021,12/09/2021,12/09/2021,7/20/2021,12/10/2021,25376,,1324389
202120,SPSU-835,CFP TUMBES,01NAEDE202,1369885,5,8,8, 16 -  20,0.63,0.63,12/08/2021,12/09/2021,0.71,76.3,57,8/17/2021,12/09/2021,12/09/2021,12/09/2021,8/15/2021,12/10/2021,24879,,1386263
202120,SPSU-835,CFP TUMBES,01NAEDE201,1364785,5,7,8, 16 -  20,0.71,0.63,12/09/2021,12/09/2021,0.92,56.9,46,8/17/2021,12/09/2021,12/09/2021,12/09/2021,8/15/2021,12/10/2021,24868,,1386263
202120,SPSU-835,CFP TUMBES,01NAEDE201,1364479,5,7,8, 19 -  20,0.71,0.63,12/08/2021,12/09/2021,0.94,52.3,61,8/16/2021,12/09/2021,12/09/2021,12/09/2021,8/15/2021,12/10/2021,24868,,1386263
202120,SPSU-861,CFP TUMBES,01EEGGPT01,1393427,5,9,10, 18 -  20,0.56,0.5,11/30/2021,12/09/2021,0.88,46,36,8/16/2021,12/09/2021,12/09/2021,12/09/2021,10/04/2021,12/10/2021,23705,,1386263
202120,SPSU-835,CFP TUMBES,01NAEDE202,1353718,5,8,8, 18 -  20,0.63,0.63,12/09/2021,12/09/2021,0.79,43,24,8/17/2021,12/09/2021,12/09/2021,12/09/2021,8/15/2021,12/10/2021,24879,,1386263
202120,SPSU-759,CFP TUMBES,01AMODFB01,1364756,5,7,8, 13 -  20,0.71,0.63,12/04/2021,12/09/2021,0.87,39.1,17,8/18/2021,12/09/2021,12/09/2021,12/09/2021,8/15/2021,12/10/2021,25877,,1386263
202120,SPSU-860,CFP TUMBES,01EEGGPT01,1393427,5,7,8, 15 -  20,0.71,0.63,12/04/2021,12/09/2021,0.88,38.4,37,8/16/2021,12/09/2021,12/09/2021,12/09/2021,10/04/2021,12/10/2021,23702,,1386263
202120,SPSU-860,CFP TUMBES,01EEGGPT01,1395915,5,7,8, 14 -  20,0.71,0.63,12/06/2021,12/09/2021,0.94,37.5,32,9/16/2021,12/09/2021,12/09/2021,12/09/2021,10/04/2021,12/10/2021,23702,,1386263
202120,SPSU-861,CFP TUMBES,01EEGGPT01,1395915,5,9,10, 18 -  20,0.56,0.5,11/11/2021,12/09/2021,0.94,38,25,10/07/2021,12/09/2021,12/09/2021,12/09/2021,10/04/2021,12/10/2021,23705,,1386263
202120,SPSU-835,CFP TUMBES,01NAEDE202,1368837,5,8,8, 16 -  20,0.63,0.63,12/09/2021,12/09/2021,0.78,29.3,14,9/06/2021,12/09/2021,12/09/2021,12/09/2021,8/15/2021,12/10/2021,24879,,1386263
202120,SPSU-835,CFP TUMBES,01NAEDE202,1357753,5,8,8, 18 -  20,0.63,0.63,12/09/2021,12/09/2021,0.79,29.7,10,8/23/2021,12/09/2021,12/09/2021,12/09/2021,8/15/2021,12/10/2021,24879,,1386263
202120,SCIU-163,CFP TUMBES,01EEGGPT01,1393457,15,18,19, 14 -  20,0.83,0.79,12/08/2021,12/09/2021,0.67,28,28,7/22/2021,12/09/2021,12/09/2021,12/09/2021,7/20/2021,12/10/2021,23700,,319253
202120,SPSU-862,CFP TUMBES,01EEGGPT02,1401944,19,21,22, 15 -  20,0.9,0.86,12/09/2021,12/09/2021,0.85,26.4,29,7/26/2021,12/09/2021,12/09/2021,12/09/2021,10/18/2021,12/10/2021,23714,,1184315
202120,CGEU-224,CFP TUMBES,01EEIDE401,1311376,6,8,9, 12 -  20,0.75,0.67,8/16/2021,12/09/2021,0.43,25.6,8,8/02/2021,12/09/2021,12/09/2021,12/09/2021,7/20/2021,12/10/2021,25376,,1324389
202120,SPSU-861,CFP TUMBES,01EEGGPT02,1399577,6,9,11, 00 -  18,0.67,0.55,10/25/2021,12/09/2021,0.83,25.7,29,7/22/2021,12/09/2021,12/09/2021,12/09/2021,10/15/2021,12/10/2021,23713,,1184315
202120,SCIU-163,CFP TUMBES,01EEGGPT01,1395925,17,18,19, 14 -  20,0.94,0.89,12/04/2021,12/09/2021,0.67,25.3,32,7/20/2021,12/09/2021,12/09/2021,12/09/2021,7/20/2021,12/10/2021,23700,,319253
202120,SPSU-835,CFP TUMBES,01NAEDE201,1357912,5,7,8, 19 -  20,0.71,0.63,12/09/2021,12/09/2021,0.91,24.7,31,8/19/2021,12/09/2021,12/09/2021,12/09/2021,8/15/2021,12/10/2021,24868,,1386263
202120,SPSU-835,CFP TUMBES,01NAEDE201,1326922,5,7,8, 18 -  20,0.71,0.63,12/09/2021,12/09/2021,0.71,23.6,21,8/23/2021,12/09/2021,12/09/2021,12/09/2021,8/15/2021,12/10/2021,24868,,1386263
202120,SPSU-862,CFP TUMBES,01EEGGPT03,1401941,1,19,19, 16 -  16,0.05,0.05,12/02/2021,12/09/2021,0.5,22,28,8/05/2021,12/09/2021,12/09/2021,12/09/2021,9/16/2021,12/10/2021,23723,,1184315
202120,SPSU-862,CFP TUMBES,01EEGGPT02,1401948,19,21,22, 11 -  20,0.9,0.86,12/09/2021,12/09/2021,0.77,19.9,23,7/22/2021,12/09/2021,12/09/2021,12/09/2021,10/18/2021,12/10/2021,23714,,1184315
202120,SPSU-861,CFP TUMBES,01EEGGPT02,1401856,7,9,11, 00 -  20,0.78,0.64,10/26/2021,12/09/2021,0.67,19.8,32,8/16/2021,12/09/2021,12/09/2021,12/09/2021,10/15/2021,12/10/2021,23713,,1184315
202120,SPSU-861,CFP TUMBES,01EEGGPT01,1395949,5,9,10, 16 -  20,0.56,0.5,12/08/2021,12/09/2021,0.88,17,15,10/07/2021,12/09/2021,12/09/2021,12/09/2021,10/04/2021,12/10/2021,23705,,1386263
202120,SPSU-835,CFP TUMBES,01EEIDFB01,1352705,5,7,8, 17 -  20,0.71,0.63,12/09/2021,12/09/2021,0.94,16.8,26,8/18/2021,12/09/2021,12/09/2021,12/09/2021,8/15/2021,12/10/2021,25375,,1386263
202120,SPSU-835,CFP TUMBES,01EEIDFB01,1358264,5,7,8, 19 -  20,0.71,0.63,12/03/2021,12/09/2021,0.84,16.3,39,8/18/2021,12/09/2021,12/09/2021,12/09/2021,8/15/2021,12/10/2021,25375,,1386263
202120,SCIU-163,CFP TUMBES,01EEGGPT03,1402291,17,18,19, 06 -  20,0.94,0.89,12/09/2021,12/09/2021,0.72,16.3,27,8/04/2021,12/09/2021,12/09/2021,12/09/2021,7/20/2021,12/10/2021,23715,,319253
