PERIODO,MAT_CUR,CAMPUS_ALUMNO,BLOQUE,ID_ALUMNO,CALIFICACIONES_ALUMNO,CALIFICACIONES_EXIGIBLES,CALIFICACIONES_CURSO,RANGO_CALIFICACIONES,PORC_CALIFICACIONES_EXIGIBLES,PORC_CALIFICACIONES_REALIZADAS,ULTIMA_ENTREGA_ALUMNO,ULTIMA_CALIFICACION_CURSO,ASISTENCIA,HRS_ACCESO,DIAS_ACCESO,PRIMER_ACCESO_ALUMNO_CURSO,ULTIMO_ACCESO_ALUMNO_CURSO,ULTIMO_ACCESO_ALUMNO_PERIODO,ULTIMO_ACCESO_CURSO,INICIO_CURSO,FIN_CURSO,NRC,LC,ID_INST
202120,AMOD-609,CFP TUMBES,01AMODE601,1233164,12,1,12, 01 -  20,1,1,12/03/2021,12/09/2021,0.35,134.4,5,8/19/2021,11/30/2021,11/30/2021,11/30/2021,7/20/2021,12/10/2021,25890,,2725
202120,ACCU-201,CFP TUMBES,01AMODFB01,1364792,9,1,9, 00 -  20,1,1,12/02/2021,12/09/2021,0.29,100,8,7/26/2021,12/02/2021,12/08/2021,12/02/2021,7/20/2021,12/10/2021,25872,,2725
202120,NCCU-206,CFP TUMBES,01NAEDE201,1367022,9,1,9, 16 -  20,1,1,12/01/2021,12/09/2021,0.94,63.1,16,7/20/2021,12/01/2021,12/08/2021,12/01/2021,7/20/2021,12/10/2021,24863,,1069411
202120,NCCU-206,CFP TUMBES,01NAEDE201,1328032,9,1,9, 15 -  20,1,1,12/01/2021,12/09/2021,0.97,63,32,7/21/2021,12/01/2021,12/08/2021,12/01/2021,7/20/2021,12/10/2021,24863,,1069411
202120,AMOD-609,CFP TUMBES,01AMODE601,1224421,12,1,12, 04 -  20,1,1,12/01/2021,12/09/2021,0.93,39.5,12,8/20/2021,12/02/2021,12/02/2021,12/02/2021,7/20/2021,12/10/2021,25890,,2725
202120,NCCU-206,CFP TUMBES,01NAEDE201,1364657,9,1,9, 16 -  20,1,1,12/01/2021,12/09/2021,0.94,28.3,28,8/03/2021,12/01/2021,12/08/2021,12/01/2021,7/20/2021,12/10/2021,24863,,1069411
202120,AMOD-608,CFP TUMBES,01AMODE601,1222181,11,1,11, 06 -  20,1,1,12/01/2021,12/09/2021,0.77,21.5,18,8/27/2021,12/01/2021,12/01/2021,12/01/2021,7/20/2021,12/10/2021,25889,,2725
202120,NCCU-206,CFP TUMBES,01NAEDE201,1363696,9,1,9, 12 -  20,1,1,12/01/2021,12/09/2021,0.84,16.9,27,7/21/2021,12/02/2021,12/08/2021,12/02/2021,7/20/2021,12/10/2021,24863,,1069411
202120,AMOD-608,CFP TUMBES,01AMODE601,1224421,11,1,11, 09 -  20,1,1,12/04/2021,12/09/2021,0.93,12.4,10,8/20/2021,12/02/2021,12/02/2021,12/02/2021,7/20/2021,12/10/2021,25889,,2725
202120,AMOD-609,CFP TUMBES,01AMODE601,1225135,12,1,12, 00 -  20,1,1,12/02/2021,12/09/2021,0.09,11.6,15,8/17/2021,12/02/2021,12/02/2021,12/02/2021,7/20/2021,12/10/2021,25890,,2725
202120,AMOD-609,CFP TUMBES,01AMODE601,1222181,12,1,12, 00 -  20,1,1,12/01/2021,12/09/2021,0.46,11.3,17,7/30/2021,12/01/2021,12/01/2021,12/01/2021,7/20/2021,12/10/2021,25890,,2725
202120,ACCU-201,CFP TUMBES,01AMODFB01,1330008,9,1,9, 14 -  20,1,1,12/03/2021,12/09/2021,0.44,10.3,17,8/23/2021,12/08/2021,12/08/2021,12/08/2021,7/20/2021,12/10/2021,25872,,2725
202120,AMOD-608,CFP TUMBES,01AMODE601,1224418,11,1,11, 08 -  20,1,1,12/02/2021,12/09/2021,0.64,9.1,31,7/28/2021,12/05/2021,12/05/2021,12/05/2021,7/20/2021,12/10/2021,25889,,2725
202120,ECCU-204,CFP TUMBES,01EEIDFB01,1357419,10,1,10, 14 -  20,1,1,12/05/2021,12/09/2021,0.75,8.3,16,7/26/2021,12/05/2021,12/05/2021,12/05/2021,7/20/2021,12/10/2021,25378,,1073628
202120,AMOD-609,CFP TUMBES,01AMODE601,1224418,12,1,12, 02 -  20,1,1,12/02/2021,12/09/2021,0.46,8.3,34,7/28/2021,12/05/2021,12/05/2021,12/05/2021,7/20/2021,12/10/2021,25890,,2725
202120,AMOD-609,CFP TUMBES,01AMODE601,1235707,12,1,12, 03 -  20,1,1,12/01/2021,12/09/2021,0.41,8,27,8/11/2021,12/01/2021,12/01/2021,12/01/2021,7/20/2021,12/10/2021,25890,,2725
202120,AMOD-609,CFP TUMBES,01AMODE601,1234520,12,1,12, 01 -  20,1,1,12/02/2021,12/09/2021,0.85,7.6,21,8/05/2021,12/02/2021,12/02/2021,12/02/2021,7/20/2021,12/10/2021,25890,,2725
202120,NCCU-206,CFP TUMBES,01NAEDE201,1363201,9,1,9, 12 -  20,1,1,12/01/2021,12/09/2021,0.88,7.4,13,10/14/2021,12/05/2021,12/08/2021,12/05/2021,7/20/2021,12/10/2021,24863,,1069411
202120,NCCU-206,CFP TUMBES,01NAEDE201,1309589,9,1,9, 01 -  20,1,1,12/03/2021,12/09/2021,0.88,7.1,12,7/26/2021,12/08/2021,12/08/2021,12/08/2021,7/20/2021,12/10/2021,24863,,1069411
202120,AMOD-608,CFP TUMBES,01AMODE601,1235707,11,1,11, 08 -  20,1,1,12/01/2021,12/09/2021,0.33,6,18,8/11/2021,12/01/2021,12/01/2021,12/01/2021,7/20/2021,12/10/2021,25889,,2725
202120,AMOD-608,CFP TUMBES,01AMODE601,1225135,11,1,11, 00 -  20,1,1,12/02/2021,12/09/2021,0.08,5.4,12,8/17/2021,12/02/2021,12/02/2021,12/02/2021,7/20/2021,12/10/2021,25889,,2725
202120,ACCU-201,CFP TUMBES,01AMODFB01,1289067,9,1,9, 00 -  20,1,1,12/03/2021,12/09/2021,0,4.4,10,8/31/2021,12/08/2021,12/08/2021,12/08/2021,7/20/2021,12/10/2021,25872,,2725
202120,AMOD-608,CFP TUMBES,01AMODE601,1233164,11,1,11, 08 -  20,1,1,12/03/2021,12/09/2021,0.4,0.6,2,8/19/2021,10/01/2021,11/30/2021,10/01/2021,7/20/2021,12/10/2021,25889,,2725
202120,NCCU-206,CFP TUMBES,01NAEDE201,1364785,9,1,9, 15 -  20,1,1,12/02/2021,12/09/2021,0.94,38.5,38,7/21/2021,12/08/2021,12/09/2021,12/08/2021,7/20/2021,12/10/2021,24863,,1069411
202120,NCCU-206,CFP TUMBES,01NAEDE201,1368971,9,1,9, 14 -  20,1,1,12/03/2021,12/09/2021,0.85,13.8,35,8/09/2021,12/06/2021,12/09/2021,12/06/2021,7/20/2021,12/10/2021,24863,,1069411
202120,ACCU-201,CFP TUMBES,01AMODFB01,1363588,9,1,9, 12 -  20,1,1,12/04/2021,12/09/2021,0.56,6.1,16,8/16/2021,12/07/2021,12/09/2021,12/07/2021,7/20/2021,12/10/2021,25872,,2725
202120,ACCU-201,CFP TUMBES,01AMODFB01,1305147,9,1,9, 13 -  20,1,1,12/02/2021,12/09/2021,0.89,1.8,20,7/26/2021,12/08/2021,12/09/2021,12/08/2021,7/20/2021,12/10/2021,25872,,2725
202120,AMOD-608,CFP TUMBES,01AMODE601,1139961,11,1,11, 14 -  20,1,1,12/04/2021,12/09/2021,0.9,32.8,23,8/06/2021,12/09/2021,12/09/2021,12/09/2021,7/20/2021,12/10/2021,25889,,2725
202120,NCCU-206,CFP TUMBES,01NAEDE201,1370458,9,1,9, 01 -  20,1,1,12/08/2021,12/09/2021,0.44,29.8,8,8/31/2021,12/09/2021,12/09/2021,12/09/2021,7/20/2021,12/10/2021,24863,,1069411
202120,AMOD-609,CFP TUMBES,01AMODE601,1139961,12,1,12, 09 -  20,1,1,12/04/2021,12/09/2021,0.85,28.7,27,7/30/2021,12/09/2021,12/09/2021,12/09/2021,7/20/2021,12/10/2021,25890,,2725
202120,AMOD-609,CFP TUMBES,01AMODE601,1231353,12,1,12, 04 -  20,1,1,12/09/2021,12/09/2021,0.54,23.4,42,7/27/2021,12/09/2021,12/09/2021,12/09/2021,7/20/2021,12/10/2021,25890,,2725
202120,AMOD-608,CFP TUMBES,01AMODE601,1231353,11,1,11, 05 -  20,1,1,12/09/2021,12/09/2021,0.5,21.5,36,7/28/2021,12/09/2021,12/09/2021,12/09/2021,7/20/2021,12/10/2021,25889,,2725
202120,NCCU-206,CFP TUMBES,01NAEDE201,1364787,9,1,9, 13 -  20,1,1,12/02/2021,12/09/2021,0.56,15,27,8/18/2021,12/09/2021,12/09/2021,12/09/2021,7/20/2021,12/10/2021,24863,,1069411
202120,ACCU-201,CFP TUMBES,01AMODFB01,1300824,9,1,9, 12 -  20,1,1,12/09/2021,12/09/2021,0.96,12.5,50,7/26/2021,12/09/2021,12/09/2021,12/09/2021,7/20/2021,12/10/2021,25872,,2725
202120,ACCU-201,CFP TUMBES,01AMODFB01,1364756,9,1,9, 14 -  20,1,1,12/04/2021,12/09/2021,0.82,11.2,16,8/23/2021,12/09/2021,12/09/2021,12/09/2021,7/20/2021,12/10/2021,25872,,2725
202120,NCCU-206,CFP TUMBES,01NAEDE201,1371348,9,1,9, 11 -  20,1,1,12/09/2021,12/09/2021,0.41,6.1,9,10/06/2021,12/09/2021,12/09/2021,12/09/2021,7/20/2021,12/10/2021,24863,,1069411
202120,NCCU-206,CFP TUMBES,01NAEDE202,1369885,9,1,9, 01 -  20,1,1,12/06/2021,12/08/2021,0.79,36.3,33,8/04/2021,12/08/2021,12/09/2021,12/08/2021,7/20/2021,12/10/2021,24876,,1069411
202120,NCCU-206,CFP TUMBES,01NAEDE202,1353718,9,1,9, 15 -  20,1,1,12/03/2021,12/08/2021,0.86,23.7,29,8/04/2021,12/09/2021,12/09/2021,12/09/2021,7/20/2021,12/10/2021,24876,,1069411
202120,NCCU-206,CFP TUMBES,01NAEDE202,1365815,9,1,9, 01 -  20,1,1,12/05/2021,12/08/2021,0.57,21.1,21,8/11/2021,12/05/2021,12/05/2021,12/05/2021,7/20/2021,12/10/2021,24876,,1069411
202120,NCCU-206,CFP TUMBES,01NAEDE202,1367768,9,1,9, 14 -  20,1,1,12/08/2021,12/08/2021,0.94,14.8,24,8/04/2021,12/08/2021,12/08/2021,12/08/2021,7/20/2021,12/10/2021,24876,,1069411
202120,NCCU-206,CFP TUMBES,01NAEDE202,1370416,9,1,9, 10 -  20,1,1,12/03/2021,12/08/2021,0.91,10.8,36,8/03/2021,12/08/2021,12/08/2021,12/08/2021,7/20/2021,12/10/2021,24876,,1069411
202120,NCCU-206,CFP TUMBES,01NAEDE202,1361309,9,1,9, 01 -  20,1,1,12/04/2021,12/08/2021,0.67,21.3,32,8/06/2021,12/08/2021,12/08/2021,12/08/2021,7/20/2021,12/10/2021,24876,,1069411
202120,NCCU-206,CFP TUMBES,01NAEDE202,1370094,9,1,9, 11 -  20,1,1,12/01/2021,12/08/2021,0.93,12.9,33,8/04/2021,12/09/2021,12/09/2021,12/09/2021,7/20/2021,12/10/2021,24876,,1069411
202120,NCCU-206,CFP TUMBES,01NAEDE202,1357753,9,1,9, 11 -  20,1,1,12/01/2021,12/08/2021,0.72,7.7,9,8/25/2021,12/06/2021,12/09/2021,12/06/2021,7/20/2021,12/10/2021,24876,,1069411
202120,NCCU-206,CFP TUMBES,01NAEDE202,1370961,9,1,9, 01 -  20,1,1,12/01/2021,12/08/2021,0.74,1.4,17,8/04/2021,12/06/2021,12/07/2021,12/06/2021,7/20/2021,12/10/2021,24876,,1069411
202120,NCCU-206,CFP TUMBES,01NAEDE202,1308992,9,1,9, 15 -  20,1,1,12/02/2021,12/08/2021,0.94,41.4,36,8/03/2021,12/08/2021,12/08/2021,12/08/2021,7/20/2021,12/10/2021,24876,,1069411
202120,NCCU-206,CFP TUMBES,01NAEDE202,1296521,9,1,9, 15 -  20,1,1,12/02/2021,12/08/2021,0.97,15.3,25,8/04/2021,12/09/2021,12/09/2021,12/09/2021,7/20/2021,12/10/2021,24876,,1069411
202120,AMOD-608,CFP TUMBES,01AMODE601,1223193,11,1,11, 10 -  20,1,1,12/03/2021,12/09/2021,0.93,37.5,18,8/06/2021,12/03/2021,12/03/2021,12/03/2021,7/20/2021,12/10/2021,25889,,2725
202120,ACCU-201,CFP TUMBES,01AMODFB01,1353344,9,1,9, 11 -  20,1,1,12/03/2021,12/09/2021,0.61,26.7,5,10/04/2021,12/03/2021,12/08/2021,12/03/2021,7/20/2021,12/10/2021,25872,,2725
202120,AMOD-609,CFP TUMBES,01AMODE601,1231799,12,1,12, 04 -  20,1,1,12/03/2021,12/09/2021,0.79,25.3,38,8/06/2021,12/03/2021,12/03/2021,12/03/2021,7/20/2021,12/10/2021,25890,,2725
202120,AMOD-609,CFP TUMBES,01AMODE601,1223193,12,1,12, 00 -  20,1,1,12/03/2021,12/09/2021,0.87,13.9,22,7/30/2021,12/03/2021,12/03/2021,12/03/2021,7/20/2021,12/10/2021,25890,,2725
202120,NCCU-206,CFP TUMBES,01NAEDE201,1357912,9,1,9, 13 -  20,1,1,12/03/2021,12/09/2021,0.56,9.3,23,8/09/2021,12/03/2021,12/09/2021,12/03/2021,7/20/2021,12/10/2021,24863,,1069411
202120,NCCU-206,CFP TUMBES,01NAEDE201,1364789,9,1,9, 01 -  20,1,1,12/03/2021,12/09/2021,0.75,4.5,23,8/11/2021,12/03/2021,12/09/2021,12/03/2021,7/20/2021,12/10/2021,24863,,1069411
202120,NCCU-206,CFP TUMBES,01NAEDE201,1371744,9,1,9, 01 -  20,1,1,12/03/2021,12/09/2021,0.15,1.2,9,10/06/2021,12/03/2021,12/07/2021,12/03/2021,7/20/2021,12/10/2021,24863,,1069411
202120,AMOD-609,CFP TUMBES,01AMODE601,1226199,12,1,12, 12 -  20,1,1,12/03/2021,12/09/2021,0.71,364.6,20,8/13/2021,12/03/2021,12/04/2021,12/03/2021,7/20/2021,12/10/2021,25890,,2725
202120,NCCU-206,CFP TUMBES,01NAEDE201,1326922,9,1,9, 14 -  20,1,1,12/02/2021,12/09/2021,0.88,66.7,26,7/21/2021,12/03/2021,12/09/2021,12/03/2021,7/20/2021,12/10/2021,24863,,1069411
202120,NCCU-206,CFP TUMBES,01NAEDE201,1353705,9,1,9, 13 -  20,1,1,12/02/2021,12/09/2021,0.71,13.7,32,7/26/2021,12/03/2021,12/08/2021,12/03/2021,7/20/2021,12/10/2021,24863,,1069411
202120,NCCU-206,CFP TUMBES,01NAEDE202,1369332,9,1,9, 15 -  20,1,1,12/02/2021,12/08/2021,0.93,8.1,17,8/16/2021,12/03/2021,12/08/2021,12/03/2021,7/20/2021,12/10/2021,24876,,1069411
202120,NCCU-206,CFP TUMBES,01NAEDE202,1364000,9,1,9, 13 -  20,1,1,12/02/2021,12/08/2021,0.91,3.8,16,7/26/2021,12/03/2021,12/08/2021,12/03/2021,7/20/2021,12/10/2021,24876,,1069411
202120,NCCU-206,CFP TUMBES,01NAEDE201,1352786,9,1,9, 15 -  20,1,1,12/02/2021,12/09/2021,1,40.5,33,7/20/2021,12/03/2021,12/08/2021,12/03/2021,7/20/2021,12/10/2021,24863,,1069411
202120,ACCU-201,CFP TUMBES,01AMODFB01,1357384,9,1,9, 12 -  20,1,1,12/03/2021,12/09/2021,1,28.4,29,7/26/2021,12/03/2021,12/08/2021,12/03/2021,7/20/2021,12/10/2021,25872,,2725
202120,NCCU-206,CFP TUMBES,01NAEDE202,1358468,9,1,9, 01 -  20,1,1,12/03/2021,12/08/2021,1,60.3,12,8/25/2021,12/07/2021,12/09/2021,12/07/2021,7/20/2021,12/10/2021,24876,,1069411
202120,NCCU-206,CFP TUMBES,01NAEDE202,1360741,9,1,9, 13 -  20,1,1,12/08/2021,12/08/2021,1,31.8,34,8/04/2021,12/09/2021,12/09/2021,12/09/2021,7/20/2021,12/10/2021,24876,,1069411
202120,NCCU-206,CFP TUMBES,01NAEDE202,1358471,9,1,9, 11 -  20,1,1,12/03/2021,12/08/2021,1,31.8,32,7/27/2021,12/06/2021,12/08/2021,12/06/2021,7/20/2021,12/10/2021,24876,,1069411
202120,ACCU-201,CFP TUMBES,01AMODFB01,1357709,9,1,9, 17 -  20,1,1,12/03/2021,12/09/2021,1,40,33,7/26/2021,12/08/2021,12/08/2021,12/08/2021,7/20/2021,12/10/2021,25872,,2725
202120,ACCU-201,CFP TUMBES,01AMODFB01,1360961,9,1,9, 15 -  20,1,1,12/03/2021,12/09/2021,1,37.6,33,8/09/2021,12/08/2021,12/08/2021,12/08/2021,7/20/2021,12/10/2021,25872,,2725
202120,ACCU-201,CFP TUMBES,01AMODFB01,1370116,9,1,9, 14 -  20,1,1,12/03/2021,12/09/2021,1,31,31,7/23/2021,12/09/2021,12/09/2021,12/09/2021,7/20/2021,12/10/2021,25872,,2725
202120,ACCU-201,CFP TUMBES,01AMODFB01,1364497,9,1,9, 16 -  20,1,1,12/02/2021,12/09/2021,1,28.9,19,8/09/2021,12/02/2021,12/08/2021,12/02/2021,7/20/2021,12/10/2021,25872,,2725
202120,AMOD-608,CFP TUMBES,01AMODE601,1231799,11,1,11, 06 -  20,1,1,12/02/2021,12/09/2021,1,26.8,27,8/06/2021,12/02/2021,12/03/2021,12/02/2021,7/20/2021,12/10/2021,25889,,2725
202120,AMOD-608,CFP TUMBES,01AMODE601,1234520,11,1,11, 00 -  20,1,1,12/02/2021,12/09/2021,1,18.6,18,8/13/2021,12/02/2021,12/02/2021,12/02/2021,7/20/2021,12/10/2021,25889,,2725
202120,NCCU-206,CFP TUMBES,01NAEDE201,1352874,9,1,9, 15 -  20,1,1,12/01/2021,12/09/2021,1,3.4,28,7/21/2021,12/01/2021,12/08/2021,12/01/2021,7/20/2021,12/10/2021,24863,,1069411
202120,ACCU-201,CFP TUMBES,01AMODFB01,1371455,9,1,9, 14 -  20,1,1,12/02/2021,12/09/2021,1,53.4,32,7/26/2021,12/04/2021,12/08/2021,12/04/2021,7/20/2021,12/10/2021,25872,,2725
202120,NCCU-206,CFP TUMBES,01NAEDE202,1369790,9,1,9, 13 -  20,1,1,12/02/2021,12/08/2021,1,31.8,31,7/23/2021,12/04/2021,12/09/2021,12/04/2021,7/20/2021,12/10/2021,24876,,1069411
202120,ACCU-201,CFP TUMBES,01AMODFB01,1263176,9,1,9, 12 -  20,1,1,12/02/2021,12/09/2021,1,31.4,34,7/26/2021,12/04/2021,12/08/2021,12/04/2021,7/20/2021,12/10/2021,25872,,2725
202120,ACCU-201,CFP TUMBES,01AMODFB01,1305130,9,1,9, 08 -  20,1,1,12/01/2021,12/09/2021,0.83,41.1,19,8/02/2021,12/04/2021,12/05/2021,12/04/2021,7/20/2021,12/10/2021,25872,,2725
202120,NCCU-206,CFP TUMBES,01NAEDE201,1292430,9,1,9, 15 -  20,1,1,12/01/2021,12/09/2021,0.93,25.7,33,7/23/2021,12/04/2021,12/05/2021,12/04/2021,7/20/2021,12/10/2021,24863,,1069411
202120,NCCU-206,CFP TUMBES,01NAEDE202,1368837,9,1,9, 14 -  20,1,1,12/03/2021,12/08/2021,0.81,35.2,14,8/04/2021,12/04/2021,12/09/2021,12/04/2021,7/20/2021,12/10/2021,24876,,1069411
202120,NCCU-206,CFP TUMBES,01NAEDE201,1364479,9,1,9, 15 -  20,1,1,12/03/2021,12/09/2021,1,22,42,7/21/2021,12/04/2021,12/09/2021,12/04/2021,7/20/2021,12/10/2021,24863,,1069411
202120,NCCU-206,CFP TUMBES,01NAEDE201,1294510,9,1,9, 14 -  20,1,1,12/03/2021,12/09/2021,0.84,20.3,27,8/11/2021,12/04/2021,12/08/2021,12/04/2021,7/20/2021,12/10/2021,24863,,1069411
202120,ACCU-201,CFP TUMBES,01AMODFB01,1368656,9,1,9, 16 -  20,1,1,12/04/2021,12/09/2021,0.88,21.4,24,7/30/2021,12/04/2021,12/08/2021,12/04/2021,7/20/2021,12/10/2021,25872,,2725
202120,NCCU-206,CFP TUMBES,01NAEDE201,1352787,9,1,9, 13 -  20,1,1,12/04/2021,12/09/2021,0.88,4.3,13,9/05/2021,12/04/2021,12/08/2021,12/04/2021,7/20/2021,12/10/2021,24863,,1069411
202120,NCCU-206,CFP TUMBES,01NAEDE201,1352703,9,1,9, 13 -  20,1,1,12/04/2021,12/09/2021,0.88,2.6,22,8/03/2021,12/04/2021,12/08/2021,12/04/2021,7/20/2021,12/10/2021,24863,,1069411
202120,AMOD-608,CFP TUMBES,01AMODE601,1144694,11,1,11, 11 -  20,1,1,12/04/2021,12/09/2021,1,34.9,19,8/06/2021,12/04/2021,12/05/2021,12/04/2021,7/20/2021,12/10/2021,25889,,2725
202120,ACCU-201,CFP TUMBES,01AMODFB01,1365671,9,1,9, 13 -  20,1,1,12/04/2021,12/09/2021,1,31.9,34,7/26/2021,12/04/2021,12/08/2021,12/04/2021,7/20/2021,12/10/2021,25872,,2725
202120,NCCU-206,CFP TUMBES,01NAEDE202,1360735,9,1,9, 16 -  20,1,1,12/04/2021,12/08/2021,1,30.2,29,8/04/2021,12/04/2021,12/08/2021,12/04/2021,7/20/2021,12/10/2021,24876,,1069411
202120,AMOD-609,CFP TUMBES,01AMODE601,1144694,12,1,12, 05 -  20,1,1,12/04/2021,12/09/2021,1,20,25,8/05/2021,12/04/2021,12/05/2021,12/04/2021,7/20/2021,12/10/2021,25890,,2725
202120,AMOD-608,CFP TUMBES,01AMODE601,482895,11,1,11, 08 -  20,1,1,12/01/2021,12/09/2021,0.68,347.8,13,8/13/2021,12/04/2021,12/04/2021,12/04/2021,7/20/2021,12/10/2021,25889,,2725
202120,AMOD-609,CFP TUMBES,01AMODE601,482895,12,1,12, 03 -  20,1,1,12/01/2021,12/09/2021,0.58,165.8,12,8/13/2021,12/04/2021,12/04/2021,12/04/2021,7/20/2021,12/10/2021,25890,,2725
202120,AMOD-608,CFP TUMBES,01AMODE601,1226199,11,1,11, 12 -  20,1,1,12/04/2021,12/09/2021,0.85,34.5,18,8/13/2021,12/04/2021,12/04/2021,12/04/2021,7/20/2021,12/10/2021,25889,,2725
202120,AMOD-608,CFP TUMBES,01AMODE601,1221673,11,1,11, 11 -  20,1,1,12/04/2021,12/09/2021,0.93,17.7,23,8/06/2021,12/04/2021,12/04/2021,12/04/2021,7/20/2021,12/10/2021,25889,,2725
202120,AMOD-609,CFP TUMBES,01AMODE601,1221673,12,1,12, 08 -  20,1,1,12/04/2021,12/09/2021,0.93,11,29,7/30/2021,12/04/2021,12/04/2021,12/04/2021,7/20/2021,12/10/2021,25890,,2725
202120,ECCU-201,CFP TUMBES,01EEIDFB01,1369820,8,6,8, 12 -  20,1,1,12/04/2021,12/04/2021,0.09,1.7,8,10/04/2021,12/04/2021,12/04/2021,12/04/2021,7/20/2021,12/10/2021,25372,,835133
202120,ECCU-203,CFP TUMBES,01EEIDFB01,1369820,12,11,12, 00 -  20,1,1,12/04/2021,12/04/2021,0,2,7,9/22/2021,12/04/2021,12/04/2021,12/04/2021,7/20/2021,12/10/2021,25374,,835133
202120,ECCU-202,CFP TUMBES,01EEIDFB01,1369820,9,7,9, 00 -  20,1,1,12/04/2021,12/06/2021,0.06,2.2,7,9/21/2021,12/04/2021,12/04/2021,12/04/2021,7/20/2021,12/10/2021,25373,,835133
202120,CGEU-192,CFP TUMBES,01EEIDE601,1057071,4,4,4, 13 -  14,1,1,12/03/2021,12/06/2021,0.13,0.4,13,8/06/2021,12/04/2021,12/04/2021,12/04/2021,7/20/2021,12/10/2021,29834,,835133
202120,ECCU-203,CFP TUMBES,01EEIDFB01,1362250,12,11,12, 12 -  20,1,1,12/03/2021,12/04/2021,0.64,185.9,9,8/19/2021,12/04/2021,12/05/2021,12/04/2021,7/20/2021,12/10/2021,25374,,835133
202120,NCCU-203,CFP TUMBES,01NAEDE202,1364000,8,7,8, 15 -  20,1,1,12/02/2021,12/04/2021,0.72,190.8,20,7/26/2021,12/04/2021,12/08/2021,12/04/2021,7/20/2021,12/10/2021,24873,,1156661
202120,NCCU-203,CFP TUMBES,01NAEDE201,1352703,8,7,8, 15 -  20,1,1,12/03/2021,12/04/2021,0.93,96.9,24,7/23/2021,12/04/2021,12/08/2021,12/04/2021,7/20/2021,12/10/2021,24859,,1156661
202120,NCCU-204,CFP TUMBES,01NAEDE202,1368837,9,8,9, 11 -  20,1,1,12/02/2021,12/08/2021,0.86,78.9,19,8/04/2021,12/04/2021,12/09/2021,12/04/2021,7/20/2021,12/10/2021,24874,,1156661
202120,NCCU-208,CFP TUMBES,01NAEDE202,1368837,10,9,10, 15 -  20,1,1,12/03/2021,12/09/2021,0.91,80.1,13,7/30/2021,12/04/2021,12/09/2021,12/04/2021,7/20/2021,12/10/2021,24878,,1324389
202120,ACCU-202,CFP TUMBES,01AMODFB01,1263176,11,2,11, 10 -  20,1,1,12/02/2021,12/09/2021,0.94,51.1,35,7/26/2021,12/04/2021,12/08/2021,12/04/2021,7/20/2021,12/10/2021,25873,,2725
202120,NCCU-204,CFP TUMBES,01NAEDE202,1364000,9,8,9, 10 -  20,1,1,12/03/2021,12/08/2021,0.82,47.3,15,8/25/2021,12/04/2021,12/08/2021,12/04/2021,7/20/2021,12/10/2021,24874,,1156661
202120,NCCU-201,CFP TUMBES,01NAEDE201,1292430,10,9,10, 16 -  20,1,1,12/01/2021,12/09/2021,0.88,44.6,38,8/16/2021,12/04/2021,12/05/2021,12/04/2021,7/20/2021,12/10/2021,24610,,1324729
202120,NCCU-201,CFP TUMBES,01NAEDE202,1369790,10,9,10, 17 -  20,1,1,12/01/2021,12/08/2021,0.94,39.9,36,7/23/2021,12/04/2021,12/09/2021,12/04/2021,7/20/2021,12/10/2021,24627,,1324729
202120,NCCU-203,CFP TUMBES,01NAEDE202,1368837,8,7,8, 15 -  20,1,1,12/02/2021,12/04/2021,0.75,35.4,17,9/17/2021,12/04/2021,12/09/2021,12/04/2021,7/20/2021,12/10/2021,24873,,1156661
202120,ACCU-203,CFP TUMBES,01AMODFB01,1368656,11,2,11, 09 -  20,1,1,12/03/2021,12/08/2021,0.9,22.1,26,7/26/2021,12/04/2021,12/08/2021,12/04/2021,7/20/2021,12/10/2021,25874,,2725
202120,CGEU-224,CFP TUMBES,01NAEDE201,1294510,9,8,9, 12 -  20,1,1,12/03/2021,12/05/2021,0.88,21.3,29,8/13/2021,12/04/2021,12/08/2021,12/04/2021,7/20/2021,12/10/2021,24870,,319253
202120,NCCU-207,CFP TUMBES,01NAEDE201,1294510,8,7,8, 17 -  20,1,1,12/03/2021,12/05/2021,0.94,18.8,32,8/03/2021,12/04/2021,12/08/2021,12/04/2021,7/20/2021,12/10/2021,24865,,976336
202120,NCCU-203,CFP TUMBES,01NAEDE201,1364479,8,7,8, 15 -  20,1,1,12/01/2021,12/04/2021,0.93,18.5,53,7/21/2021,12/04/2021,12/09/2021,12/04/2021,7/20/2021,12/10/2021,24859,,1156661
202120,NCCU-202,CFP TUMBES,01NAEDE201,1364479,8,7,8, 15 -  20,1,1,12/03/2021,12/09/2021,0.94,18.1,46,7/23/2021,12/04/2021,12/09/2021,12/04/2021,7/20/2021,12/10/2021,24622,,976336
202120,ECCU-201,CFP TUMBES,01EEIDFB01,1309625,8,6,8, 14 -  20,1,1,12/02/2021,12/04/2021,0.5,16.6,22,8/19/2021,12/04/2021,12/08/2021,12/04/2021,7/20/2021,12/10/2021,25372,,835133
202120,NCCU-203,CFP TUMBES,01NAEDE201,1292430,8,7,8, 12 -  20,1,1,12/01/2021,12/04/2021,0.63,15.4,31,7/23/2021,12/04/2021,12/05/2021,12/04/2021,7/20/2021,12/10/2021,24859,,1156661
202120,NCCU-208,CFP TUMBES,01NAEDE201,1353705,10,9,10, 15 -  20,1,1,12/03/2021,12/09/2021,0.77,14.6,27,7/30/2021,12/04/2021,12/08/2021,12/04/2021,7/20/2021,12/10/2021,24866,,1324389
